Day,Month,ForecastWindProduction,SystemLoadEA,SMPEA,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2,SMPEP2
6,4,87.77,4280.88,61.21,7.0,14.8,528.64,114.0,3891.32,72.16
15,8,398.12,3025.92,46.35,16.0,35.2,418.7,532.0,2762.27,44.93
27,10,353.4,3887.75,54.84,1.0,16.7,508.9,275.0,3850.29,60.48
21,7,54.5,2913.69,44.06,12.0,11.1,755.9,2.0,2777.45,52.29
12,11,330.2,4127.38,45.21,9.0,9.3,530.73,291.0,3916.82,48.49
26,12,1082.9,4773.15,77.09,9.0,25.9,341.36,1322.0,3997.65,86.79
6,5,297.71,3922.27,93.44,8.0,20.4,560.52,258.0,3795.11,77.22
20,10,454.2,4059.57,82.08,14.0,27.8,442.21,278.0,3889.86,72.32
17,4,1050.3,4711.57,86.0,7.0,29.6,504.34,924.0,4432.23,79.94
24,7,188.07,2837.33,37.78,16.0,11.1,587.98,225.0,2644.76,32.33
19,6,23.8,3769.04,63.67,15.0,9.3,535.5,36.0,3703.09,62.34
11,4,287.5,4820.41,82.97,11.0,27.8,468.77,278.0,4698.33,53.51
27,1,1372.4,3365.79,33.33,4.0,33.3,361.45,1293.0,2813.33,33.07
10,6,646.4,3637.41,59.73,12.0,25.9,487.92,760.0,3427.82,68.05
24,11,125.62,4810.98,102.69,3.0,13.0,568.61,126.0,5097.7,111.79
9,1,159.99,5897.07,105.32,6.0,11.1,471.16,200.0,5794.95,168.08
13,6,140.1,2866.92,38.99,9.0,14.8,649.23,95.0,2956.45,38.99
15,11,77.97,4861.95,71.05,9.0,5.6,560.12,105.0,4649.14,54.02
16,5,50.16,4039.88,59.33,5.0,5.6,357.42,45.0,4031.95,56.17
4,2,943.2,4618.85,63.18,9.0,22.2,525.15,880.0,4480.31,52.94
7,8,34.85,2478.5,40.55,14.0,9.3,543.45,89.0,2445.78,46.79
28,12,480.25,4201.11,72.26,4.0,13.0,305.9,484.0,4145.88,72.86
30,9,977.6,3889.78,74.94,15.0,31.5,372.04,912.0,3490.08,57.96
10,11,949.2,3485.34,28.33,12.0,16.7,335.62,911.0,3141.0,42.82
10,11,961.01,3512.64,28.33,12.0,16.7,323.95,1020.0,3310.03,42.82
11,2,34.89,4163.22,55.16,7.0,11.1,599.79,44.0,3980.52,54.69
3,7,548.17,3118.19,43.16,12.0,20.4,453.29,552.0,2953.31,37.61
5,6,100.0,4259.68,64.99,15.0,22.2,464.49,114.0,4395.06,74.6
5,1,1165.7,4371.35,48.86,10.0,31.5,352.47,1139.0,3984.47,52.46
3,7,100.27,2612.53,43.77,14.0,14.8,623.04,195.0,2482.64,38.91
4,11,349.61,3814.31,51.52,6.0,11.1,578.28,248.0,3749.42,68.71
19,9,216.72,4461.01,69.92,14.0,20.4,412.25,353.0,4364.07,93.44
28,1,1433.42,5361.04,67.12,8.0,38.9,415.94,1334.0,4692.01,63.87
25,5,191.5,3822.86,49.56,13.0,22.2,411.08,209.0,3567.4,52.91
24,9,156.6,2836.7,38.91,9.0,13.0,524.23,204.0,2669.8,77.72
6,2,64.8,5128.25,64.17,10.0,14.8,569.13,33.0,5044.86,58.66
28,10,877.79,3202.34,39.37,8.0,27.8,516.64,834.0,2772.84,30.8
15,3,333.7,4915.11,51.16,10.0,18.5,517.94,253.0,4740.09,53.6
8,12,520.62,4171.51,55.43,5.0,11.1,524.92,599.0,3852.36,55.31
25,11,265.6,2924.76,39.09,3.0,13.0,631.36,171.0,2882.78,37.4
21,8,339.91,3162.17,53.66,14.0,11.1,460.75,368.0,3102.6,46.73
23,8,298.5,4245.24,65.94,14.0,9.3,490.2,175.0,4390.65,61.89
26,11,59.66,3075.12,43.0,4.0,9.3,537.04,65.0,3070.45,52.3
7,9,107.05,4410.21,91.93,18.0,3.7,551.38,139.0,4724.75,91.84
14,8,368.1,2665.19,26.71,17.0,11.1,563.07,264.0,2656.02,36.08
10,4,216.41,4718.73,79.1,8.0,13.0,478.39,228.0,4884.81,84.33
13,8,90.1,4339.99,86.14,17.0,14.8,492.74,78.0,4320.64,105.95
16,8,176.41,2810.55,45.86,13.0,24.1,473.6,327.0,2678.68,42.67
16,9,476.3,4056.39,208.8,11.0,14.8,451.29,436.0,3795.58,165.01
17,8,1143.43,3853.55,66.25,20.0,31.5,287.52,1059.0,3536.39,59.38
24,12,415.06,5486.03,60.53,8.0,18.5,476.1,423.0,4807.14,70.03
18,8,492.38,3690.93,48.74,17.0,20.4,424.05,559.0,3454.78,54.49
17,11,275.4,4283.74,52.84,11.0,11.1,453.05,173.0,4294.16,102.55
23,8,253.1,2923.43,45.27,12.0,11.1,518.47,204.0,2664.1,43.27
10,11,987.75,4524.77,40.74,12.0,20.4,304.6,1003.0,4143.5,70.37
20,6,16.65,2789.98,45.12,13.0,1.9,643.92,81.0,2653.1,39.47
14,5,515.69,4670.28,55.83,9.0,27.8,309.04,810.0,4455.67,54.0
30,7,194.9,4001.33,82.47,14.0,9.3,493.13,123.0,3783.49,49.38
6,4,169.05,3789.57,59.01,5.0,11.1,619.21,244.0,3487.16,57.74
24,7,408.38,4585.36,71.2,17.0,18.5,403.2,544.0,4296.19,68.26
29,6,235.31,2688.36,51.03,14.0,16.7,527.02,463.0,2555.41,55.38
18,10,892.5,3289.37,66.15,14.0,33.3,448.34,779.0,3127.94,56.14
28,5,202.0,2989.88,64.67,11.0,13.0,520.78,282.0,2792.22,41.07
24,9,647.6,2665.07,47.19,14.0,22.2,459.64,561.0,2515.49,37.95
20,3,627.85,5379.79,168.5,8.0,16.7,497.43,608.0,4908.84,78.18
23,4,269.6,4731.86,95.38,9.0,29.6,529.73,355.0,4667.46,77.09
10,6,47.0,3537.59,54.17,14.0,5.6,616.33,7.0,3673.65,53.63
26,11,1192.3,4784.46,53.84,5.0,29.6,473.7,1118.0,4366.58,84.51
7,7,76.7,2483.26,40.92,16.0,11.1,700.53,52.0,2465.52,32.2
1,9,597.3,2532.81,35.73,11.0,9.3,459.19,507.0,2270.99,44.94
10,9,233.54,3524.56,68.5,12.0,25.9,429.72,408.0,3279.24,87.78
30,12,1285.91,4819.67,57.31,11.0,27.8,409.66,1172.0,4423.63,51.19
8,7,139.5,2400.09,38.75,16.0,5.6,581.17,127.0,2434.37,44.08
16,10,840.8,4642.72,70.04,12.0,18.5,382.2,514.0,4604.81,75.27
30,9,550.1,4081.61,89.53,11.0,14.8,455.37,708.0,3746.28,90.39
2,9,517.24,4040.4,98.96,14.0,14.8,477.18,580.0,3900.94,50.74
10,7,31.06,4336.47,77.14,24.0,14.8,501.8,48.0,4301.31,73.41
22,9,182.58,3820.09,55.85,13.0,20.4,469.21,224.0,3624.29,60.52
23,3,1276.96,4989.88,220.57,5.0,35.2,416.01,1184.0,4675.6,164.51
30,12,1155.35,5416.71,90.63,11.0,24.1,425.07,1187.0,4701.77,53.28
9,6,110.79,3846.5,79.64,15.0,14.8,520.17,208.0,3825.94,77.0
23,1,317.97,3109.21,49.79,6.0,9.3,552.59,272.0,3010.86,68.28
26,5,834.46,4052.24,50.67,19.0,31.5,426.46,990.0,3385.38,47.16
19,12,750.2,4767.92,50.11,7.0,16.7,447.17,769.0,4303.81,49.47
4,9,234.81,2543.04,39.1,15.0,3.7,561.61,271.0,2344.56,60.45
16,6,135.54,2495.86,44.7,9.0,9.3,645.31,143.0,2410.18,49.72
23,2,848.61,5397.79,66.54,10.0,24.1,455.37,841.0,4868.15,85.08
16,4,1299.41,4502.56,49.18,13.0,29.6,401.59,963.0,4055.0,65.24
7,7,269.5,3865.02,61.73,19.0,20.4,605.75,316.0,3620.6,72.31
1,9,242.46,2863.13,43.96,11.0,13.0,483.36,386.0,2628.69,34.07
19,12,1251.22,4933.56,50.3,3.0,22.2,394.68,854.0,4686.68,53.58
14,9,1021.54,4141.91,48.78,12.0,14.8,395.25,904.0,3750.45,54.4
17,2,915.0,4841.61,52.95,10.0,27.8,502.8,846.0,4378.06,51.41
9,8,68.2,4437.3,76.15,17.0,11.1,470.24,10.0,4331.06,83.36
1,12,46.9,3235.24,49.11,6.0,3.7,600.41,75.0,3043.93,48.91
7,8,17.87,3855.73,49.15,15.0,7.4,490.87,20.0,3964.6,49.49
29,3,81.41,4829.1,73.27,17.0,18.5,505.73,188.0,4509.31,96.56
27,6,222.1,4060.06,48.47,14.0,14.8,553.89,199.0,4091.55,49.9
5,1,405.9,5104.59,77.69,7.0,13.0,442.43,536.0,4724.52,58.46
22,8,292.9,4089.04,51.44,14.0,14.8,471.53,261.0,4156.56,52.51
30,7,569.4,4397.96,65.67,20.0,27.8,462.92,512.0,4124.44,49.28
23,1,214.27,4976.11,46.58,7.0,9.3,602.53,189.0,4827.87,50.41
6,6,37.96,3966.51,52.08,11.0,9.3,521.34,32.0,3806.52,49.21
3,4,536.74,3753.65,57.64,6.0,11.1,566.5,581.0,3305.36,61.52
18,3,297.06,3466.62,47.13,3.0,13.0,578.18,211.0,3190.71,46.52
21,6,250.4,2718.01,42.96,10.0,13.0,660.27,180.0,2627.47,39.27
2,1,1195.41,4933.3,64.13,6.0,20.4,450.62,1064.0,4552.02,56.73
11,3,1474.0,3569.54,61.79,0.0,40.7,426.92,1246.0,3065.88,71.84
8,9,263.04,2480.99,33.41,9.0,13.0,503.79,220.0,2410.42,35.17
18,11,300.43,2954.25,57.67,10.0,22.2,583.04,294.0,2781.44,85.71
20,8,142.99,2862.09,42.98,13.0,9.3,619.7,216.0,2848.79,55.98
18,4,1301.03,4514.51,78.13,8.0,29.6,423.45,1074.0,4160.64,70.88
25,8,315.8,3602.05,55.13,13.0,16.7,476.85,241.0,3686.42,71.3
30,8,313.64,2634.9,26.47,13.0,9.3,547.19,345.0,2443.65,32.69
21,10,545.3,2818.86,37.73,11.0,16.7,560.71,417.0,2682.01,37.66
4,8,75.79,3518.29,86.2,17.0,7.4,537.66,71.0,3392.1,100.19
6,1,486.28,4961.1,80.86,9.0,25.9,439.71,612.0,4760.54,75.29
8,10,343.1,4681.84,84.12,11.0,22.2,483.63,325.0,4484.57,78.6
9,2,96.0,4956.32,77.7,9.0,11.1,580.3,121.0,4803.46,82.57
25,8,145.6,3697.07,67.14,15.0,18.5,568.38,111.0,3635.08,67.35
9,12,135.82,3989.95,60.07,6.0,13.0,544.64,197.0,3760.08,66.83
12,1,523.8,4697.13,44.34,9.0,16.7,494.66,743.0,4638.81,43.94
27,11,968.7,5200.63,66.18,6.0,29.6,478.84,982.0,4738.83,68.3
23,11,717.59,3762.95,39.16,3.0,14.8,495.99,696.0,3331.29,37.91
14,2,938.73,4976.86,62.24,8.0,24.1,447.09,683.0,4707.56,66.81
4,6,95.53,4309.07,65.43,17.0,16.7,495.21,168.0,4373.43,155.81
4,6,155.89,4245.65,67.41,17.0,20.4,492.31,218.0,4183.05,49.37
18,3,334.4,2768.0,46.2,4.0,24.1,566.92,291.0,2600.22,46.08
23,7,223.33,3865.04,59.36,17.0,9.3,557.56,207.0,3688.17,49.11
8,2,1015.7,5676.53,97.56,6.0,16.7,461.93,986.0,5200.78,84.94
19,8,534.1,3096.9,55.5,15.0,16.7,430.68,452.0,2773.34,61.81
19,6,76.9,4398.17,66.26,12.0,9.3,572.27,34.0,4329.65,52.79
21,8,519.0,4566.29,73.02,18.0,27.8,435.61,659.0,4295.08,55.98
30,5,187.6,4488.09,63.6,15.0,24.1,514.61,164.0,4277.61,50.57
19,5,2.56,3857.78,82.97,11.0,11.1,385.74,7.0,3870.0,73.33
24,3,1223.05,4334.21,99.22,2.0,27.8,457.48,1129.0,4030.52,70.45
18,6,35.73,4475.39,103.86,16.0,20.4,467.9,84.0,4424.56,66.63
20,7,59.82,3835.33,88.57,21.0,22.2,548.23,84.0,3884.08,79.07
29,6,434.45,3354.05,54.0,15.0,9.3,372.95,545.0,3125.04,46.62
25,9,1001.7,4286.35,81.72,10.0,33.3,400.99,1167.0,3596.02,49.44
25,6,9.51,2814.62,43.52,10.0,3.7,692.56,24.0,2774.55,42.23
16,3,453.5,4817.77,51.28,8.0,16.7,525.17,331.0,4659.43,91.95
2,4,719.1,4852.64,133.93,4.0,29.6,445.61,656.0,4526.71,140.68
13,9,1284.52,4103.47,56.21,14.0,13.0,406.48,1120.0,3605.33,49.28
20,11,1283.39,4896.16,53.43,10.0,44.4,354.97,1321.0,4179.0,63.08
4,10,289.6,4366.6,53.21,16.0,11.1,423.01,324.0,4301.73,62.76
24,11,18.35,4457.42,73.38,8.0,13.0,444.28,16.0,4360.46,72.32
17,7,143.5,3711.04,48.5,20.0,13.0,571.97,83.0,3823.6,48.3
18,3,384.03,3730.64,51.97,3.0,13.0,524.89,345.0,3502.74,50.75
9,10,69.36,4596.78,73.69,12.0,20.4,496.24,97.0,4507.1,88.09
3,12,830.7,4362.67,42.96,7.0,13.0,514.04,878.0,3904.47,49.5
8,4,501.2,3360.65,50.55,8.0,24.1,483.43,467.0,3089.81,72.15
14,11,1386.59,4764.39,51.96,9.0,27.8,310.94,1322.0,4484.35,49.32
19,10,650.5,4527.28,74.02,13.0,18.5,392.65,509.0,4463.88,92.98
9,10,176.74,2665.54,38.0,11.0,16.7,550.23,273.0,2669.48,40.46
2,11,1330.42,4741.71,55.51,12.0,33.3,396.23,1342.0,4178.42,50.33
13,7,141.3,2702.17,48.18,12.0,9.3,628.6,125.0,2427.37,39.33
9,8,289.16,4133.11,50.05,17.0,22.2,439.43,336.0,3997.95,61.83
23,11,683.59,4920.19,54.02,7.0,25.9,544.6,508.0,4623.41,66.79
12,8,262.8,2344.55,45.71,15.0,9.3,517.43,291.0,2204.29,43.36
29,8,222.11,4379.18,74.44,20.0,14.8,447.25,273.0,4348.83,66.25
18,11,210.17,3004.28,73.13,2.0,3.7,725.44,229.0,2849.36,51.63
19,3,937.2,4439.11,58.8,10.0,20.4,401.05,971.0,3888.38,47.76
23,1,242.78,4181.07,51.16,1.0,9.3,510.73,272.0,4307.59,58.16
23,6,172.7,3503.26,53.98,11.0,20.4,567.84,99.0,3390.93,88.17
11,10,317.6,3676.26,65.4,5.0,20.4,494.46,313.0,3775.88,57.79
6,6,60.7,4245.64,60.0,12.0,1.9,507.7,2.0,4261.58,60.93
7,11,343.75,5457.6,59.46,7.0,13.0,498.72,562.0,5011.71,48.22
25,6,18.51,3421.25,53.89,11.0,7.4,648.64,20.0,3368.3,40.32
28,6,320.2,4580.01,194.46,15.0,24.1,493.79,435.0,4438.08,92.74
27,7,455.1,4474.97,77.77,15.0,25.9,538.58,537.0,4117.79,64.91
22,10,170.48,4693.49,59.77,10.0,9.3,533.07,335.0,4485.36,61.54
2,6,285.2,2686.8,36.35,13.0,20.4,512.52,262.0,2481.08,42.08
29,1,226.5,3620.21,42.99,8.0,5.6,613.19,137.0,3816.3,42.99
6,8,218.4,3912.52,80.39,15.0,18.5,475.11,200.0,3724.28,62.13
10,6,58.9,3142.6,49.19,11.0,3.7,631.34,34.0,3038.06,47.46
20,12,1089.23,3222.32,30.91,3.0,11.1,347.4,1011.0,2696.83,30.91
5,11,79.2,3415.41,46.25,5.0,14.8,642.73,106.0,3305.1,48.83
10,10,383.5,4578.22,90.67,6.0,14.8,462.34,364.0,4424.27,68.16
29,8,127.39,4343.94,76.97,14.0,9.3,454.25,170.0,4204.77,449.31
30,9,760.6,4799.52,70.54,15.0,22.2,464.57,804.0,4670.36,106.82
3,5,88.28,2912.37,51.14,7.0,14.8,546.52,157.0,2845.08,45.1
2,4,67.73,4496.86,56.37,10.0,9.3,574.88,77.0,4662.56,99.63
6,3,926.63,4848.14,46.39,8.0,27.8,474.94,1072.0,4562.62,56.03
29,9,514.6,4311.46,69.92,13.0,22.2,459.04,687.0,3819.48,53.39
23,12,966.8,4952.25,44.96,6.0,25.9,489.48,843.0,4329.72,44.96
17,10,256.7,4624.47,82.86,14.0,13.0,441.75,172.0,4561.24,121.53
20,10,114.46,3889.08,51.41,9.0,5.6,586.96,168.0,3830.23,52.69
29,11,74.58,4922.78,65.93,3.0,3.7,549.43,44.0,4928.35,59.39
14,12,1400.38,3924.51,56.21,10.0,50.0,418.48,1371.0,3583.17,34.55
20,5,579.06,4343.42,73.15,12.0,20.4,342.09,677.0,4134.42,60.2
11,5,738.42,4477.97,71.64,12.0,27.8,387.33,783.0,4134.28,59.38
16,6,452.3,3645.64,79.74,11.0,35.2,435.78,563.0,3599.86,72.12
18,2,1348.33,4476.62,44.49,7.0,27.8,511.39,950.0,4001.76,45.54
6,2,1368.8,4179.68,47.45,3.0,40.7,428.02,968.0,4097.17,48.73
24,5,403.95,4337.59,83.96,13.0,27.8,411.33,420.0,4229.98,108.29
9,5,109.27,2999.43,58.88,6.0,13.0,462.57,183.0,2847.86,87.78
8,8,64.6,2570.14,41.76,15.0,5.6,607.59,9.0,2514.74,48.61
29,10,860.97,4717.72,48.23,9.0,24.1,399.2,700.0,4437.1,54.03
13,7,47.74,2540.62,35.09,15.0,16.7,665.13,58.0,2503.74,31.47
22,6,1206.65,3596.82,59.79,12.0,25.9,315.82,1072.0,3298.35,49.79
7,4,1085.12,3745.62,67.23,4.0,38.9,454.63,1081.0,3219.85,55.24
8,1,751.8,5231.1,92.76,9.0,20.4,434.86,939.0,4674.72,129.74
28,3,384.1,3876.1,75.95,-1.0,13.0,560.65,197.0,3743.55,70.93
14,5,375.72,4599.42,62.09,5.0,3.7,352.72,265.0,4377.58,98.6
7,12,1066.2,5038.62,55.7,6.0,29.6,425.56,1323.0,4890.59,44.33
8,9,297.7,3904.54,56.5,12.0,13.0,490.42,327.0,3809.47,52.55
31,1,1000.2,4845.4,54.73,5.0,16.7,411.67,819.0,4208.41,64.66
13,5,1314.75,4496.43,88.4,7.0,22.2,277.46,953.0,3995.82,77.52
5,5,819.84,3574.5,61.69,13.0,25.9,288.11,785.0,3328.09,64.19
15,10,374.6,3694.08,54.62,9.0,13.0,424.04,491.0,3831.36,73.36
5,4,378.16,4556.13,48.21,3.0,22.2,570.19,330.0,4547.34,51.79
21,6,429.7,3856.64,53.31,12.0,20.4,494.96,452.0,3928.92,44.98
9,6,143.36,3742.21,78.29,15.0,16.7,511.41,224.0,3646.85,63.76
20,2,926.64,3226.64,38.76,5.0,13.0,437.48,903.0,2792.28,28.45
30,8,189.5,3250.56,45.4,14.0,5.6,564.46,261.0,2983.43,45.4
19,7,188.53,3166.36,44.25,12.0,13.0,714.34,221.0,3099.44,44.25
17,12,875.38,3402.91,45.39,5.0,14.8,492.53,773.0,3069.15,56.88
26,12,920.3,2780.89,45.3,6.0,14.8,346.42,724.0,2279.95,35.23
8,5,172.6,2771.91,51.9,6.0,14.8,564.56,161.0,2711.63,46.16
14,9,1012.06,3875.67,48.78,12.0,14.8,399.23,934.0,3496.17,53.33
9,12,407.4,4639.1,64.47,8.0,16.7,534.9,312.0,4145.71,71.53
25,2,124.74,4036.08,52.58,2.0,13.0,526.97,137.0,3965.89,52.99
4,5,510.14,4588.59,74.2,11.0,7.4,489.94,531.0,4275.5,65.51
27,11,954.5,5123.84,66.18,6.0,29.6,489.01,893.0,4660.28,67.75
1,7,222.89,3098.15,46.25,12.0,13.0,538.39,262.0,2798.32,42.94
21,4,1050.2,2897.26,30.92,8.0,24.1,427.87,669.0,2458.9,35.15
17,11,137.7,2976.19,33.96,9.0,5.6,556.32,133.0,2857.91,40.2
4,10,199.6,2791.11,37.55,7.0,16.7,644.92,185.0,2668.26,40.64
10,2,1014.9,4025.33,57.62,4.0,16.7,426.68,705.0,3675.16,81.99
15,1,134.28,3377.79,39.55,3.0,9.3,596.91,158.0,3407.68,50.57
29,3,152.18,3885.33,57.04,10.0,14.8,551.87,237.0,3555.9,51.2
3,7,365.54,4519.03,91.62,17.0,18.5,435.51,539.0,4351.69,51.47
29,11,1247.66,2989.28,28.2,11.0,44.4,334.53,1010.0,2750.4,28.2
14,1,498.1,3966.26,43.1,7.0,16.7,541.42,359.0,3705.72,43.1
27,10,305.4,4216.28,61.19,6.0,24.1,494.9,185.0,4006.18,63.15
27,7,333.0,2660.97,52.63,12.0,13.0,613.88,278.0,2501.78,47.32
28,12,431.5,3224.6,54.0,3.0,11.1,331.31,331.0,3164.27,52.75
3,2,889.51,4729.56,75.93,10.0,20.4,401.85,896.0,4191.77,86.06
22,10,275.6,5011.53,52.95,12.0,7.4,380.42,372.0,5115.6,259.34
6,10,608.5,3536.1,46.77,15.0,24.1,412.3,604.0,3307.24,43.46
19,12,1510.3,3312.66,32.25,9.0,50.0,337.58,1298.0,2822.86,1.77
13,9,1267.01,4355.51,67.65,15.0,27.8,418.98,1091.0,4039.75,64.71
17,6,186.0,2499.09,42.68,9.0,13.0,593.41,171.0,2400.46,50.5
4,10,199.6,4517.61,77.51,15.0,18.5,439.85,259.0,4500.18,69.28
16,12,623.33,3466.0,37.29,6.0,16.7,500.76,770.0,3035.73,41.17
3,11,531.9,2755.21,39.25,1.0,13.0,536.74,437.0,2675.23,40.63
19,11,142.9,4201.9,48.15,13.0,5.6,572.97,91.0,4151.11,49.56
7,9,597.88,3727.83,63.79,9.0,20.4,349.76,583.0,3626.96,48.76
25,10,984.4,3024.11,46.28,14.0,27.8,400.32,961.0,2596.03,23.91
8,1,405.9,3131.57,38.78,9.0,11.1,514.65,356.0,2789.45,40.21
20,2,1419.8,4102.37,42.26,6.0,33.3,338.36,1358.0,3596.43,40.89
6,9,596.46,4488.9,60.05,19.0,16.7,481.76,535.0,4015.06,77.29
16,10,771.6,4686.41,70.04,14.0,20.4,390.05,630.0,4599.51,72.41
14,1,946.32,3048.68,33.96,5.0,14.8,441.06,886.0,2932.48,34.71
6,7,82.72,4557.07,148.58,17.0,18.5,536.16,159.0,4398.33,121.89
9,2,591.5,4119.45,68.07,7.0,13.0,618.04,477.0,4138.14,68.33
17,10,924.2,2978.13,40.42,10.0,18.5,542.13,629.0,2689.69,36.48
1,2,237.78,4003.82,45.51,3.0,20.4,581.49,377.0,3833.78,44.01
26,5,720.57,3790.07,54.53,11.0,25.9,319.38,820.0,3407.34,32.5
15,12,737.05,4468.67,52.96,6.0,13.0,579.72,424.0,4105.88,53.11
19,2,753.8,3960.91,74.76,8.0,24.1,444.82,525.0,3542.95,50.77
15,3,317.6,4883.17,51.16,10.0,18.5,510.32,253.0,4685.49,53.6
6,10,139.8,3065.9,48.66,4.0,13.0,689.74,155.0,2962.61,40.0
23,7,320.8,4439.58,61.69,18.0,20.4,483.17,318.0,4300.43,93.79
6,11,263.2,4438.65,50.85,11.0,9.3,551.49,187.0,4217.53,57.77
12,8,485.46,4327.1,65.76,17.0,24.1,419.0,612.0,3950.72,81.46
12,8,618.9,3024.62,52.89,15.0,35.2,367.46,703.0,2782.34,47.62
14,1,746.05,3041.47,35.07,5.0,20.4,479.32,658.0,2870.95,38.98
28,11,154.4,5111.17,69.21,9.0,25.9,535.81,222.0,5010.79,59.73
9,11,917.7,5808.65,69.86,11.0,20.4,455.46,748.0,5378.27,64.74
5,3,134.5,4785.94,53.42,9.0,13.0,549.27,108.0,4696.98,51.44
19,6,59.12,3852.87,44.62,11.0,9.3,607.46,104.0,3758.76,42.91
2,9,123.44,2458.59,45.48,15.0,11.1,655.71,202.0,2316.79,74.48
18,8,313.3,3953.0,101.44,17.0,16.7,431.34,405.0,3836.83,77.51
2,7,546.12,2701.59,30.36,11.0,13.0,392.67,588.0,2468.88,32.08
14,8,264.7,2694.09,32.38,16.0,11.1,502.66,198.0,2643.41,26.71
13,10,94.8,4072.25,81.98,13.0,7.4,398.19,89.0,4128.96,93.74
11,4,494.2,2943.88,41.81,7.0,24.1,624.42,372.0,3101.09,50.47
8,5,812.02,2681.67,46.51,11.0,13.0,451.27,570.0,2465.93,36.29
17,2,489.1,4866.44,61.37,9.0,20.4,553.64,570.0,4506.93,60.45
3,5,660.47,2946.42,36.39,9.0,20.4,457.88,598.0,2524.61,37.61
3,10,153.7,4649.6,87.57,16.0,3.7,437.63,72.0,4933.75,122.41
7,1,587.0,3673.97,39.64,7.0,13.0,491.02,725.0,3244.43,39.64
12,3,736.1,3514.48,59.38,-3.0,20.4,508.79,607.0,3330.11,53.24
1,9,876.0,4042.93,47.38,16.0,27.8,430.56,870.0,3589.86,63.48
11,7,301.08,3042.04,39.67,11.0,9.3,599.93,285.0,2808.91,39.67
23,11,152.27,5303.54,105.39,5.0,13.0,403.35,132.0,5160.21,183.47
27,5,331.1,3746.42,73.68,12.0,13.0,516.4,183.0,3423.49,41.93
18,11,333.36,3298.69,49.67,7.0,20.4,534.4,411.0,2989.45,49.57
12,7,21.05,4160.49,57.61,24.0,9.3,501.67,15.0,4096.72,61.42
25,12,1183.02,3926.24,47.56,,,411.43,803.0,3405.33,54.55
23,2,1027.29,4870.81,46.13,12.0,16.7,453.23,1030.0,4545.98,44.52
17,5,281.76,4318.48,60.54,12.0,29.6,289.58,301.0,4137.34,51.71
28,10,873.73,2762.02,37.12,5.0,13.0,504.94,833.0,2344.95,37.13
8,12,1031.6,5966.61,93.07,6.0,29.6,433.32,1375.0,5443.53,127.6
15,10,430.5,4633.69,59.69,10.0,14.8,333.27,442.0,4513.13,79.28
10,11,813.8,3127.11,44.87,10.0,22.2,419.5,670.0,2808.14,44.7
4,11,234.82,2786.13,61.98,4.0,16.7,444.78,222.0,2659.78,29.2
18,12,758.3,5523.85,79.67,7.0,22.2,478.07,891.0,5202.51,56.76
3,3,134.1,3159.48,39.32,4.0,11.1,556.44,82.0,3018.53,63.04
25,6,16.58,2573.21,50.49,11.0,5.6,623.03,17.0,2486.94,30.73
3,12,688.04,6087.4,111.77,3.0,13.0,494.43,667.0,5606.46,133.11
7,11,443.43,3515.11,34.46,4.0,13.0,507.39,489.0,3356.15,52.06
18,12,117.4,5216.21,128.37,5.0,9.3,532.51,199.0,5037.06,110.95
24,6,203.6,4236.51,58.56,11.0,13.0,514.0,106.0,4145.13,75.21
31,10,1013.41,4802.6,54.06,10.0,16.7,374.7,937.0,4426.63,73.4
25,3,1074.6,4688.83,111.95,2.0,31.5,443.66,866.0,4983.97,93.06
30,12,574.61,4177.22,86.89,5.0,24.1,295.02,632.0,3930.87,74.35
14,2,625.34,5775.8,138.63,7.0,14.8,413.86,545.0,5375.43,131.77
4,8,112.0,3590.24,86.2,18.0,13.0,483.08,36.0,3539.83,100.19
23,5,927.99,2713.36,44.02,7.0,16.7,394.06,722.0,2573.92,37.05
19,4,256.05,4410.26,81.99,,,578.33,207.0,4241.26,88.38
14,7,297.41,3542.58,76.82,13.0,20.4,605.39,297.0,3353.38,59.14
18,12,909.2,4828.55,67.82,10.0,31.5,379.75,1183.0,4621.01,76.15
11,11,1343.89,3340.74,43.38,12.0,40.7,340.7,1125.0,2601.8,43.38
7,11,888.2,5389.36,57.73,9.0,14.8,467.82,776.0,4958.81,126.13
21,11,191.12,2869.67,60.62,10.0,9.3,524.73,175.0,2789.28,64.07
9,3,644.6,4303.88,72.93,8.0,18.5,479.02,635.0,3760.82,54.74
6,7,268.26,3890.99,73.95,18.0,14.8,580.15,270.0,3655.97,59.69
15,6,364.05,3330.67,57.9,10.0,14.8,545.28,355.0,3160.77,76.53
28,7,67.65,3067.79,60.54,14.0,5.6,568.41,87.0,2898.01,63.79
8,9,130.85,3868.69,77.06,14.0,14.8,405.93,174.0,3837.76,78.89
3,10,709.32,4543.27,49.86,12.0,29.6,530.74,570.0,4333.36,55.29
2,5,101.14,3115.88,60.87,8.0,14.8,639.48,73.0,3076.39,48.76
28,8,631.6,2941.02,44.55,10.0,13.0,446.31,538.0,2652.43,44.08
28,9,462.71,4007.21,62.6,10.0,14.8,560.13,488.0,3874.19,60.33
11,11,136.75,4064.56,53.6,9.0,14.8,617.95,91.0,3986.28,53.6
6,11,226.5,2885.3,43.16,5.0,0.0,568.44,109.0,2855.36,54.03
