Day,Month,ForecastWindProduction,SystemLoadEA,SMPEA,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2,SMPEP2
8,1,850.68,3261.87,42.00,11.00,29.60,429.11,901.00,2789.77,39.55
24,7,76.25,2569.09,43.43,15.00,11.10,707.63,67.00,2551.36,46.09
15,11,601.00,4279.10,44.71,11.00,22.20,446.24,755.00,3731.60,44.47
8,4,1373.00,4178.82,62.74,6.00,38.90,401.25,1239.00,3650.40,65.91
14,5,387.61,4614.81,63.38,6.00,13.00,351.43,262.00,4381.22,98.60
29,12,1191.20,3228.14,39.56,5.00,29.60,278.77,1053.00,2475.74,27.24
25,10,527.11,4807.85,72.06,12.00,22.20,505.02,500.00,4499.64,54.05
30,10,215.54,3462.34,46.41,5.00,7.40,611.85,252.00,3513.35,72.24
11,3,1245.30,5170.42,58.54,1.00,37.00,393.72,1180.00,4885.75,63.32
25,10,513.02,2941.52,37.76,12.00,24.10,613.25,459.00,2690.94,37.41
15,6,495.30,2469.93,25.55,6.00,13.00,450.94,591.00,2267.68,49.58
8,3,1072.22,4828.23,48.57,10.00,33.30,427.89,1006.00,4553.21,50.42
22,5,522.52,4488.44,73.88,11.00,31.50,393.45,724.00,4323.10,71.98
19,3,795.88,4901.53,71.10,9.00,14.80,433.01,944.00,4340.92,97.83
31,8,428.07,3946.01,63.37,16.00,24.10,471.90,531.00,3643.50,67.56
13,8,696.50,2547.81,52.30,16.00,22.20,386.12,599.00,2297.91,40.11
22,6,964.70,4251.18,54.76,14.00,27.80,347.83,1092.00,3634.49,50.64
6,2,153.90,3324.41,95.56,9.00,16.70,580.31,273.00,3292.10,76.08
25,2,43.97,3911.20,45.91,8.00,11.10,573.58,85.00,3779.64,46.79
19,10,265.52,3437.77,38.90,9.00,14.80,576.42,346.00,3226.43,37.06
3,3,581.80,4143.66,45.35,8.00,14.80,538.39,423.00,3860.59,45.11
8,8,50.50,4212.64,61.36,17.00,13.00,491.64,27.00,4106.03,48.37
16,8,792.00,4478.81,86.64,14.00,13.00,375.79,575.00,4276.08,73.70
12,4,192.42,3373.24,53.55,5.00,14.80,570.99,279.00,3236.42,66.85
25,7,62.69,3762.01,46.02,14.00,16.70,668.33,84.00,3838.56,45.72
29,1,949.12,3827.52,42.81,7.00,16.70,404.78,810.00,3245.43,44.28
4,12,792.60,2990.10,40.06,5.00,9.30,438.98,731.00,2847.89,41.39
8,7,314.60,2235.11,40.41,13.00,18.50,605.25,363.00,2179.26,39.04
13,11,324.59,3042.47,40.29,4.00,5.60,370.49,326.00,2961.68,45.03
8,1,812.21,3095.06,40.91,11.00,13.00,460.82,814.00,2663.47,33.03
8,11,403.87,4692.58,62.82,8.00,22.20,389.52,461.00,4671.38,53.75
29,11,54.53,4573.62,59.74,2.00,9.30,552.44,34.00,4803.95,75.74
30,9,1029.20,3936.55,73.59,14.00,20.40,471.24,745.00,3415.64,73.07
25,12,351.94,4650.72,129.87,3.00,10.80,418.31,248.00,4314.68,156.66
12,11,775.56,4910.83,58.87,12.00,24.10,500.66,814.00,4531.69,62.43
1,5,245.08,4197.56,92.18,8.00,16.70,513.52,303.00,3838.20,87.29
9,9,558.70,2440.10,42.03,15.00,16.70,451.33,661.00,2195.63,45.12
29,7,402.70,3861.12,68.32,14.00,14.80,489.25,224.00,3651.78,48.45
27,12,1438.73,5206.49,148.11,4.00,27.80,249.45,1148.00,4762.51,113.44
26,1,1148.29,4149.51,62.49,8.00,29.60,394.24,933.00,3701.85,49.19
15,12,626.80,5349.98,50.10,4.00,22.20,510.37,610.00,5259.65,48.46
11,9,680.10,2585.74,25.12,10.00,29.60,400.85,443.00,1809.96,37.96
1,1,973.30,4307.73,71.54,6.00,20.40,352.81,768.00,3822.11,55.42
20,4,504.71,4636.53,82.40,9.00,18.50,575.67,421.00,4472.73,79.17
10,5,260.03,4581.12,72.31,12.00,16.70,465.99,401.00,4616.26,77.20
2,12,124.58,3038.56,41.43,7.00,5.60,611.56,142.00,2840.99,42.23
2,2,220.50,5495.86,293.68,6.00,9.30,511.55,115.00,5283.22,156.04
1,5,1013.30,4610.65,50.01,9.00,35.20,462.44,921.00,4297.68,55.31
17,5,216.91,4520.14,68.64,12.00,22.20,297.89,215.00,4490.01,74.72
7,3,942.40,3184.96,43.98,8.00,25.90,421.02,789.00,2877.91,42.54
28,9,788.19,4706.95,64.30,12.00,16.70,460.37,746.00,4094.59,63.97
13,1,125.18,2959.38,35.40,1.00,13.00,557.25,162.00,2959.14,41.62
12,3,598.30,3776.06,54.96,-4.00,24.10,529.47,539.00,3773.71,58.17
21,10,180.50,2946.58,62.46,10.00,5.60,499.87,214.00,2827.97,50.60
10,12,403.60,4062.24,44.14,3.00,13.00,601.90,301.00,4241.92,51.75
30,3,122.56,4655.59,68.68,8.00,22.20,490.22,292.00,4517.66,71.08
16,9,676.50,3812.94,57.56,16.00,29.60,351.58,838.00,3451.85,49.76
5,5,812.61,3427.35,61.58,12.00,25.90,289.13,831.00,3255.53,34.93
16,3,184.46,4103.42,53.11,2.00,14.80,506.43,215.00,3883.73,53.79
1,11,278.79,3915.89,61.79,2.00,16.70,566.99,203.00,3866.40,57.16
26,6,39.97,4527.81,65.69,17.00,13.00,495.47,71.00,4313.75,65.36
9,6,137.06,3778.50,67.36,15.00,22.20,502.39,317.00,3408.01,55.00
22,10,539.80,3032.05,35.03,14.00,14.80,436.33,666.00,2850.29,33.92
1,5,552.00,4759.79,102.93,9.00,24.10,442.90,613.00,4556.23,87.16
26,8,75.10,2586.81,44.77,11.00,1.90,645.96,33.00,2557.39,54.53
3,1,582.20,3763.50,47.32,10.00,22.20,516.15,478.00,3522.99,47.68
28,8,655.70,2576.25,39.57,11.00,16.70,405.23,502.00,2278.04,36.84
31,12,1116.70,4795.44,62.68,10.00,22.20,425.55,1132.00,4787.41,129.12
1,7,444.00,4127.20,47.46,13.00,14.80,394.20,299.00,3884.83,54.63
21,10,664.00,4429.35,79.55,13.00,18.50,411.16,575.00,4402.27,76.76
3,4,536.40,3889.20,55.24,3.00,20.40,576.78,491.00,3615.11,54.95
6,8,240.10,3767.92,73.24,16.00,16.70,497.33,140.00,3661.88,59.60
25,4,1287.04,4693.00,67.69,7.00,33.30,434.97,1177.00,4447.92,52.45
22,4,486.80,3836.29,63.88,10.00,29.60,527.53,433.00,3743.84,47.56
21,12,981.02,5046.38,47.91,8.00,14.80,443.24,1077.00,4352.84,43.91
8,2,924.50,5248.88,97.56,6.00,13.00,475.74,809.00,4839.99,121.36
23,7,188.39,3494.22,52.82,15.00,7.40,565.33,189.00,3213.89,48.60
20,12,952.24,6154.81,47.81,10.00,24.10,468.49,786.00,5610.91,51.92
31,12,1179.14,3932.22,34.51,6.00,22.20,285.31,812.00,3692.95,42.45
25,7,61.22,4073.80,48.54,14.00,5.60,627.45,94.00,4078.82,49.27
10,8,66.68,2535.86,42.99,13.00,5.60,534.21,116.00,2463.10,39.87
11,1,530.60,5568.90,59.43,8.00,25.90,471.19,623.00,5080.52,110.82
17,2,1168.38,5611.93,62.61,9.00,24.10,451.95,1130.00,4950.81,60.12
14,5,858.48,4239.38,60.72,9.00,22.20,383.55,823.00,3863.66,64.57
10,6,1003.96,4379.72,59.73,12.00,29.60,318.34,1101.00,3928.27,55.25
19,11,474.73,4799.53,66.35,4.00,22.20,459.50,363.00,4838.32,60.50
5,5,703.47,2472.70,61.58,10.00,16.70,375.71,684.00,2200.45,33.45
16,12,846.05,4789.67,53.24,6.00,16.70,396.69,753.00,4625.05,65.70
17,4,1363.44,4852.91,77.90,10.00,42.60,383.56,1271.00,4263.33,75.71
15,1,37.35,5114.75,66.89,5.00,3.70,526.24,33.00,5141.12,162.34
15,11,507.75,5423.37,56.25,10.00,22.20,482.42,693.00,5205.68,85.92
15,12,283.30,6339.25,142.59,3.00,7.40,554.16,157.00,6291.31,198.22
23,11,1162.47,3112.40,32.32,10.00,27.80,341.35,867.00,2619.32,29.25
14,1,824.60,3823.16,41.88,7.00,31.50,505.29,861.00,3879.13,42.23
29,3,1224.90,4757.93,72.53,3.00,37.00,481.29,1050.00,3960.66,66.49
6,1,245.30,3308.06,41.09,6.00,9.30,513.93,190.00,3076.94,46.95
16,2,823.30,3864.86,48.80,9.00,20.40,449.96,599.00,3753.39,66.63
13,6,97.40,4465.02,52.95,13.00,11.10,560.47,29.00,4489.28,76.01
5,2,1461.73,5610.74,121.32,6.00,33.30,409.37,1360.00,5082.00,97.83
17,6,66.90,3595.10,53.53,11.00,1.90,588.58,44.00,3554.33,74.07
8,6,115.81,3123.52,44.75,15.00,5.60,594.63,205.00,3040.36,56.62
13,11,1248.54,4804.98,63.39,13.00,27.80,414.56,1225.00,4011.48,64.11
2,10,846.50,2814.90,37.39,11.00,24.10,486.22,747.00,2447.98,38.28
12,12,978.65,3221.96,28.15,2.00,16.70,410.31,877.00,3091.54,28.15
2,12,1123.00,5774.15,67.84,9.00,27.80,440.48,1342.00,5381.67,64.43
24,6,216.70,2459.84,45.52,10.00,13.00,572.64,245.00,2307.16,71.71
10,4,659.09,4410.16,72.60,10.00,18.50,507.14,574.00,4321.22,63.02
4,12,1066.17,4972.49,63.33,3.00,16.70,487.43,910.00,4620.52,53.90
5,6,385.70,2422.62,39.98,11.00,20.40,507.51,342.00,2283.79,38.69
16,8,580.90,4124.21,82.41,15.00,18.50,413.25,379.00,3843.65,59.71
15,3,1063.40,3339.24,32.74,5.00,24.10,477.99,949.00,2871.74,33.92
8,6,29.64,3451.38,55.03,15.00,7.40,492.50,91.00,3267.39,51.30
13,8,133.13,3725.31,48.29,13.00,7.40,564.51,144.00,3769.76,48.84
1,5,49.93,4482.40,73.53,11.00,13.00,512.09,75.00,4355.66,66.14
25,7,36.50,4500.45,81.54,16.00,11.10,590.67,78.00,4449.76,89.95
7,1,581.60,4606.23,43.96,9.00,22.20,489.55,605.00,4249.14,45.77
27,12,1471.98,4373.22,48.01,5.00,29.60,289.69,1330.00,3891.26,56.45
1,7,214.27,3290.55,55.64,12.00,13.00,533.79,247.00,3004.19,46.16
1,3,99.93,5585.23,98.26,6.00,13.00,470.31,86.00,5200.92,97.77
18,3,297.39,4712.93,74.24,5.00,22.20,490.32,355.00,4648.78,98.09
13,7,123.70,2581.91,48.18,12.00,7.40,642.15,160.00,2368.68,39.33
16,6,408.70,3438.56,43.24,11.00,14.80,502.43,364.00,3378.14,68.20
29,12,1185.00,3178.43,40.17,7.00,25.90,275.38,1158.00,2696.94,40.17
4,7,1011.77,2496.69,25.50,14.00,24.10,421.03,627.00,2380.98,29.28
13,9,1263.36,3578.75,53.61,14.00,13.00,409.88,1090.00,3092.11,39.38
18,11,620.83,4423.01,85.29,8.00,20.40,533.70,739.00,4216.61,107.46
10,5,736.59,4118.40,67.30,7.00,37.00,330.46,664.00,3919.94,67.48
5,11,630.85,4503.11,70.03,8.00,11.10,382.14,560.00,4351.90,67.36
19,11,423.70,3371.60,44.37,11.00,5.60,567.51,383.00,3292.86,44.75
29,3,853.60,4262.23,74.03,3.00,22.20,508.33,508.00,3990.69,100.44
30,1,795.28,5305.26,50.69,8.00,22.20,465.57,913.00,4822.97,77.79
27,12,1101.50,3996.32,60.64,9.00,22.20,369.11,855.00,3488.84,62.60
27,8,74.54,4415.89,103.46,20.00,11.10,453.27,81.00,4429.13,73.25
26,11,1181.70,3789.53,48.95,12.00,46.30,304.25,1412.00,3282.61,43.53
3,5,93.63,4904.14,81.30,10.00,3.70,535.52,157.00,4620.42,83.66
26,4,1359.70,4542.88,70.83,6.00,37.00,418.56,1109.00,3973.60,69.52
22,2,920.50,3643.29,46.51,2.00,31.50,508.62,909.00,3542.91,47.35
23,7,132.10,2616.41,42.42,16.00,5.60,621.20,56.00,2571.84,31.26
4,9,435.79,4304.31,49.52,15.00,14.80,476.91,510.00,4027.23,49.52
30,6,710.39,3924.17,56.36,12.00,29.60,396.91,885.00,3457.59,63.21
11,3,1436.90,3244.56,59.13,0.00,33.30,404.07,1201.00,2895.49,70.16
29,12,1172.50,4498.22,44.52,9.00,31.50,318.56,1432.00,3804.19,44.10
26,8,116.10,2460.15,47.07,11.00,11.10,634.20,71.00,2376.55,47.42
29,11,1039.09,5067.00,62.95,8.00,14.80,356.86,1088.00,4490.99,51.45
22,2,1159.31,3710.06,42.38,9.00,38.90,370.17,1178.00,3243.65,43.69
5,9,140.59,4571.41,77.83,15.00,22.20,438.90,180.00,4395.40,63.99
18,8,263.99,2428.93,43.98,12.00,7.40,476.86,320.00,2330.22,42.61
15,4,4.46,4169.60,105.95,6.00,9.30,609.08,15.00,4278.62,69.78
23,6,651.60,3652.10,52.18,13.00,20.40,478.92,610.00,3422.16,44.25
19,5,9.03,2487.56,34.93,8.00,0.00,511.43,7.00,2489.87,47.39
16,8,553.60,3922.22,82.11,15.00,16.70,418.27,379.00,3609.69,57.23
31,12,1380.49,2856.44,36.75,10.00,27.80,330.00,1106.00,2467.61,36.41
1,12,169.10,6012.19,179.19,5.00,11.10,533.23,101.00,6036.94,217.28
20,7,30.80,3781.17,45.84,10.00,14.80,658.49,45.00,3787.84,53.10
6,10,86.60,3987.74,72.37,6.00,11.10,554.21,112.00,3954.73,73.59
3,8,345.50,3721.34,45.05,13.00,16.70,527.40,298.00,3559.36,47.01
9,10,90.94,4678.30,84.83,12.00,16.70,492.55,98.00,4631.67,92.24
3,10,980.70,2642.59,40.46,16.00,22.20,374.90,885.00,2419.37,34.69
3,6,68.40,3977.10,75.24,16.00,13.00,459.16,32.00,3959.31,73.33
7,6,581.27,4193.42,59.77,11.00,20.40,464.47,562.00,4119.49,47.58
15,8,522.49,2567.42,19.99,17.00,20.40,465.01,486.00,2528.24,26.71
2,1,1008.20,2875.35,31.51,10.00,18.50,392.58,748.00,2690.19,35.87
19,3,351.40,5027.43,70.82,4.00,16.70,471.01,301.00,4990.86,98.83
19,7,334.17,2902.95,39.02,12.00,13.00,593.98,441.00,2608.72,44.37
24,6,39.96,3819.49,68.56,11.00,11.10,587.48,51.00,3689.91,41.97
1,12,138.70,4547.83,54.14,6.00,11.10,570.10,57.00,4367.22,54.68
17,9,869.68,4704.08,99.14,14.00,37.00,440.39,736.00,4559.43,142.58
22,1,75.75,5546.48,70.20,1.00,5.60,476.31,118.00,5319.47,58.68
27,12,914.40,3917.76,46.98,6.00,20.40,482.31,471.00,3890.32,57.76
12,9,533.50,4684.29,90.11,17.00,37.00,441.98,716.00,4297.08,83.20
16,2,364.16,4348.08,44.02,9.00,14.80,574.36,571.00,4112.09,44.02
15,7,94.28,4086.66,52.00,20.00,9.30,562.18,102.00,3816.79,90.05
21,12,1503.48,3584.46,34.93,6.00,27.80,332.65,1105.00,2999.01,31.50
9,2,321.60,3190.73,38.78,4.00,13.00,453.36,397.00,2947.79,32.78
30,3,129.57,4659.42,68.68,9.00,20.40,494.61,277.00,4493.55,70.61
28,4,549.67,3002.36,53.65,1.00,20.40,510.93,484.00,2904.71,46.00
23,3,1266.23,4516.71,89.73,7.00,35.20,420.98,1163.00,4248.15,97.45
19,9,757.80,4513.48,93.56,13.00,22.20,394.45,854.00,4261.35,115.20
19,6,167.50,4560.44,73.28,19.00,14.80,428.74,160.00,4380.75,61.19
14,3,325.60,4850.57,122.11,3.00,11.10,476.28,247.00,4696.02,74.98
11,10,964.42,4685.67,50.52,12.00,40.70,395.59,838.00,4584.17,82.07
19,1,1060.60,5134.59,43.60,8.00,16.70,441.86,1064.00,4447.61,41.24
30,7,97.10,4057.21,52.98,11.00,7.40,607.27,79.00,3839.05,54.87
24,12,1466.87,3501.65,45.46,3.00,33.30,339.68,1317.00,2847.85,30.43
28,11,224.08,5019.64,67.44,2.00,27.80,514.20,256.00,5036.41,83.67
4,11,155.05,4697.59,47.88,11.00,7.40,600.70,265.00,4488.41,45.45
7,11,749.50,2971.07,37.51,6.00,11.10,491.86,665.00,2725.91,38.24
31,12,1032.10,3931.04,45.60,11.00,29.60,407.81,1138.00,3688.33,41.15
2,10,881.40,4542.41,70.53,17.00,22.20,401.70,837.00,4379.05,67.19
17,11,79.10,3328.99,50.16,9.00,13.00,504.07,111.00,3318.98,61.32
7,6,642.81,4658.54,68.48,14.00,16.70,437.13,537.00,4406.34,60.37
25,8,390.30,2497.00,37.93,13.00,25.90,477.34,358.00,2331.17,39.81
29,2,833.10,4862.36,48.35,10.00,25.90,499.01,676.00,4631.55,52.48
7,8,74.31,2910.65,68.93,12.00,7.40,572.84,97.00,2823.52,51.31
30,5,675.40,4241.24,69.06,16.00,35.20,366.12,709.00,4196.72,49.39
26,5,951.61,3671.81,36.76,10.00,25.90,329.96,888.00,3231.15,32.50
10,6,59.50,2277.69,37.85,9.00,0.00,655.58,46.00,2263.91,39.32
21,12,1137.29,3500.67,41.25,12.00,24.10,400.89,1030.00,2997.77,27.04
1,9,274.56,2546.92,40.97,10.00,13.00,488.62,364.00,2297.57,34.07
4,7,937.83,4366.38,74.31,15.00,22.20,347.05,962.00,4073.60,46.60
10,3,1385.78,4232.66,72.87,4.00,40.70,385.40,1300.00,3898.56,72.82
27,8,39.29,2536.17,39.86,14.00,11.10,521.91,150.00,2507.56,38.54
1,11,368.29,2877.95,36.88,9.00,5.60,474.76,363.00,2695.46,55.41
13,11,1160.40,3685.96,44.78,13.00,35.20,380.76,1089.00,3139.96,44.78
18,7,79.60,4387.45,62.81,23.00,18.50,449.31,24.00,4426.55,93.54
31,12,1193.80,4060.84,59.24,10.00,37.00,360.21,1242.00,3472.17,45.65
11,9,666.40,4222.92,52.80,9.00,11.10,391.30,496.00,3487.69,49.93
21,12,1007.92,3396.30,41.25,11.00,20.40,418.26,931.00,2923.94,27.04
28,5,543.60,4465.28,69.19,14.00,24.10,474.74,468.00,4292.14,81.10
19,11,1448.90,3061.28,37.91,11.00,42.60,375.35,1184.00,2818.51,38.28
1,1,978.70,3509.07,41.13,7.00,20.40,347.42,976.00,2867.48,39.03
11,2,845.80,3080.60,55.50,5.00,38.90,425.40,722.00,2846.70,74.50
1,12,51.65,3135.84,48.92,6.00,5.60,634.43,74.00,2955.91,42.92
4,1,1364.32,4847.69,49.96,8.00,31.50,384.89,1381.00,4982.08,45.60
12,8,175.78,3287.06,48.03,13.00,9.30,507.50,221.00,3055.77,64.56
16,3,183.64,5126.06,138.80,5.00,11.10,458.17,242.00,4885.69,103.63
19,10,203.60,3172.48,39.76,9.00,16.70,667.80,293.00,3015.99,37.47
9,9,147.90,3906.42,50.54,10.00,9.30,486.64,110.00,4012.48,106.16
13,12,1298.09,5389.82,59.41,4.00,20.40,400.66,1103.00,4868.95,65.26
25,3,1089.30,3647.94,34.48,2.00,24.10,511.01,701.00,4128.52,130.37
11,5,974.42,2626.82,33.25,8.00,20.40,317.28,903.00,2455.02,33.87
10,11,176.00,3202.66,35.21,6.00,11.10,482.16,279.00,3105.39,36.23
15,5,862.00,2856.39,32.43,6.00,27.80,287.29,713.00,2500.25,31.17
15,9,1154.80,4186.12,95.24,13.00,44.40,347.89,1251.00,3332.67,59.42
24,1,371.40,5435.36,71.79,5.00,13.00,442.91,558.00,5085.21,52.73
3,6,100.10,2987.28,64.10,14.00,13.00,565.67,55.00,2941.98,84.19
19,1,400.90,4100.28,59.79,1.00,11.10,504.74,236.00,3956.41,66.89
6,9,360.26,4477.11,63.92,12.00,35.20,428.57,493.00,4042.40,62.73
30,7,117.60,3359.66,46.08,11.00,5.60,664.95,114.00,3221.47,45.67
10,4,356.60,4586.87,79.08,7.00,18.50,482.39,331.00,4714.35,79.83
20,3,700.73,3523.98,50.62,9.00,13.00,405.05,724.00,3043.76,76.35
26,1,1134.80,5872.22,122.02,2.00,13.00,483.66,843.00,5716.95,160.82
16,6,659.60,3085.80,68.59,12.00,33.30,569.96,481.00,2922.80,72.12
21,11,1137.64,3029.69,30.47,3.00,27.80,395.75,1077.00,2701.69,53.41
18,7,495.20,2563.50,38.10,14.00,18.50,553.49,508.00,2359.71,43.28
27,1,697.78,5043.37,43.86,5.00,18.50,495.78,772.00,4920.28,43.86
8,10,551.80,2527.00,47.15,11.00,29.60,445.97,555.00,2429.51,37.32
11,3,1190.70,5068.96,55.85,1.00,35.20,395.44,1095.00,4795.27,63.32
20,9,254.60,3599.45,64.39,14.00,11.10,512.35,319.00,3359.76,70.00
6,4,87.30,2957.90,42.81,4.00,11.10,585.62,65.00,3140.36,44.52
20,4,411.84,3621.47,50.08,7.00,7.40,512.21,319.00,3618.31,65.36
7,5,587.50,2934.70,57.60,7.00,7.40,538.07,500.00,2670.01,41.32
20,4,206.89,4747.09,76.53,8.00,18.50,603.71,182.00,4569.05,72.57
30,7,307.40,2675.64,38.11,12.00,7.40,534.77,195.00,2470.06,30.01
24,4,788.78,2893.80,23.41,9.00,25.90,466.04,221.00,2030.81,28.39
16,6,604.30,3578.68,79.74,12.00,31.50,439.40,552.00,3493.59,72.12
21,11,546.58,5860.67,154.84,3.00,18.50,433.33,496.00,5819.37,204.85
4,6,74.20,2524.38,52.14,10.00,11.10,535.63,212.00,2361.62,58.77
18,1,538.86,3710.91,40.02,11.00,16.70,450.10,498.00,3485.54,40.64
2,5,62.80,4917.46,78.85,14.00,18.50,580.13,119.00,4783.13,170.31
19,11,819.39,5012.06,57.11,3.00,13.00,403.76,954.00,4683.87,54.24
25,6,92.49,4437.99,55.72,15.00,11.10,503.69,157.00,4333.68,52.55
19,11,356.59,4779.13,76.07,6.00,20.40,450.35,320.00,4797.70,60.50
1,5,842.40,2903.03,43.45,9.00,20.40,440.14,750.00,2566.26,51.36
3,4,1234.34,4469.52,57.36,9.00,29.60,475.02,1162.00,4287.59,55.73
2,10,976.30,2920.26,50.24,16.00,29.60,460.15,687.00,2739.70,42.36
30,11,129.01,4614.06,54.30,4.00,9.30,579.64,211.00,4215.71,54.39
22,6,1170.20,2423.78,19.99,11.00,25.90,348.77,970.00,2109.72,25.15
24,7,59.15,4248.15,65.52,16.00,5.60,567.59,34.00,4296.05,66.28
8,10,604.00,2824.95,49.61,11.00,35.20,414.43,680.00,2637.44,37.32
10,2,168.37,4579.06,53.36,7.00,11.10,593.96,185.00,4290.36,56.02
6,1,548.92,4322.90,70.20,10.00,20.40,442.69,664.00,4203.29,58.72
18,1,530.07,5105.83,75.17,6.00,11.10,448.91,506.00,4883.18,70.58
8,2,1104.40,3295.49,46.50,6.00,20.40,365.73,939.00,2886.27,41.22
20,11,1485.79,2993.04,29.57,7.00,25.90,391.25,1072.00,2616.19,20.29
21,6,188.00,4453.09,58.07,16.00,14.80,470.61,219.00,4264.96,58.80
21,4,746.10,3949.10,115.84,9.00,22.20,492.00,748.00,3674.90,47.66
18,8,460.27,3810.64,49.24,16.00,14.80,434.34,413.00,3522.02,57.86
18,10,1295.50,4378.07,52.05,15.00,22.20,328.59,1226.00,4199.96,56.14
2,4,10.36,3197.76,47.89,7.00,7.40,632.85,39.00,3164.61,47.37
24,12,617.48,4090.21,74.61,3.00,9.30,384.81,534.00,3615.08,71.11
5,8,448.25,3925.24,73.52,17.00,25.90,432.08,418.00,3675.20,97.78
27,9,244.60,4353.62,59.22,15.00,20.40,446.17,331.00,4374.04,62.83
2,10,1031.80,3324.56,47.47,16.00,22.20,377.05,955.00,3069.75,45.63
10,1,669.16,5253.86,46.11,9.00,20.40,503.88,598.00,4874.17,56.30
7,7,357.20,4112.29,75.50,19.00,24.10,599.17,345.00,3824.89,83.69
1,12,600.30,3265.76,16.17,4.00,13.00,458.15,714.00,2980.89,52.17
20,11,220.83,3347.47,44.40,10.00,9.30,542.55,401.00,3323.75,44.40
21,4,813.10,3479.56,70.12,8.00,14.80,420.70,380.00,2922.96,66.95
15,6,324.05,3165.78,57.90,10.00,16.70,494.80,341.00,3020.22,76.53
19,4,136.23,4357.87,56.83,9.00,13.00,518.01,113.00,4534.70,59.32
19,6,46.55,4343.54,48.74,13.00,16.70,571.03,91.00,4144.63,44.62
10,8,86.27,2504.26,42.99,?,?,540.46,177.00,2482.83,42.40
11,10,993.91,4673.10,50.52,12.00,46.30,387.00,831.00,4506.31,80.69
28,1,1329.07,3838.82,54.46,1.00,14.80,371.92,994.00,3310.00,60.63
9,9,303.77,3095.26,72.52,14.00,16.70,520.48,353.00,2807.05,49.61
26,2,217.10,5065.53,74.87,5.00,18.50,471.93,108.00,4877.35,92.82
6,12,661.07,3196.25,46.08,3.00,14.80,450.02,546.00,3147.84,49.43
14,4,297.90,3014.22,44.67,4.00,16.70,629.40,200.00,3056.42,51.60
14,4,1449.86,4099.55,75.50,11.00,51.90,374.98,1287.00,3491.11,78.03
13,8,194.45,2522.91,32.38,13.00,11.10,518.20,218.00,2413.17,55.40
23,4,319.10,4620.98,52.65,9.00,31.50,520.83,415.00,4557.30,73.08
10,10,319.80,4579.89,97.24,14.00,13.00,444.70,353.00,4672.30,94.37
21,11,164.90,5964.00,286.97,6.00,33.30,497.26,187.00,5816.35,246.29
30,11,160.56,4631.05,90.45,8.00,11.10,455.31,230.00,4454.95,52.09
26,11,1109.90,4989.24,65.01,6.00,35.20,476.45,1178.00,4675.26,55.61
12,6,98.50,4481.85,64.55,13.00,11.10,500.18,68.00,4428.06,89.77
1,10,597.24,4294.99,49.27,10.00,18.50,539.09,469.00,3938.78,77.88
26,12,665.00,2857.66,39.77,9.00,16.70,469.25,525.00,2542.51,37.74
24,11,96.68,3230.24,48.52,5.00,14.80,568.74,76.00,3107.24,55.04
22,10,451.90,4556.07,51.47,14.00,18.50,391.55,617.00,4406.61,51.53
10,11,620.41,3741.00,39.72,6.00,20.40,502.75,641.00,3547.97,42.88
23,10,678.40,4704.57,50.62,9.00,18.50,360.66,880.00,4219.38,54.49
18,2,725.80,4609.11,74.98,8.00,22.20,427.95,686.00,4178.91,68.58
24,7,191.25,2713.00,35.75,16.00,11.10,571.73,262.00,2513.74,30.57
29,1,1068.70,4116.38,44.11,7.00,14.80,388.35,995.00,3464.45,44.28
6,6,99.06,4462.28,96.67,17.00,24.10,427.89,159.00,4403.64,83.84
3,8,311.54,2589.88,35.72,13.00,22.20,577.44,367.00,2342.78,38.74
18,11,1194.49,4675.36,47.01,12.00,31.50,477.65,1054.00,4292.04,46.66
11,12,930.70,6263.66,124.83,6.00,27.80,480.86,817.00,5825.83,68.04
14,2,1004.86,5340.75,48.98,7.00,31.50,478.68,947.00,4781.15,47.61
27,10,1488.93,3953.30,34.64,12.00,42.60,370.51,1361.00,3391.74,31.63
25,2,120.97,3545.94,44.48,7.00,1.90,638.68,195.00,3345.64,44.08
2,3,20.71,4531.14,63.73,4.00,14.80,538.43,23.00,4398.49,63.87
29,11,89.63,5103.31,69.16,3.00,3.70,547.13,57.00,5159.87,75.74
18,12,1212.30,4902.15,67.55,11.00,33.30,334.90,1357.00,4518.50,50.54
14,8,359.60,4556.73,96.27,19.00,24.10,431.00,298.00,4488.93,69.67
25,1,1213.33,5027.01,53.58,7.00,29.60,458.15,1054.00,4692.17,42.04
2,12,803.70,5058.20,62.14,5.00,14.80,510.07,717.00,4941.97,61.68
12,4,67.64,4504.15,123.55,9.00,7.40,532.21,80.00,4378.28,70.97
29,12,1508.38,4852.63,73.82,9.00,38.90,263.39,1489.00,4502.18,93.33
23,11,136.71,5559.36,289.62,5.00,14.80,409.46,126.00,5384.07,204.28
10,1,721.96,5741.36,76.17,9.00,24.10,498.43,623.00,5409.07,67.99
5,10,114.90,3580.42,50.39,8.00,9.30,544.08,86.00,3370.64,49.12
11,9,558.80,4522.12,77.92,11.00,5.60,422.34,309.00,3955.45,85.23
5,12,973.91,3703.64,50.83,2.00,16.70,431.58,1170.00,3235.11,34.06
25,1,1212.40,3905.45,41.27,9.00,29.60,432.68,1052.00,3460.32,41.00
16,12,468.68,4175.00,47.90,4.00,9.30,453.16,385.00,4171.77,68.27
